,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState
473,cindydeleon@yahoo.com,n78bpcgi,fng05a,vaf2bri7z,0,card,JCB 15 digit,14,1,fulfilled
474,kyle64@stephens-ortiz.com,bb7h3ho1,r8icbb,kus94zksp,1,card,JCB 16 digit,50,0,fulfilled
475,kyle64@stephens-ortiz.com,atmrshug,u0pjxd,kus94zksp,1,card,JCB 16 digit,22,0,fulfilled
476,kyle64@stephens-ortiz.com,jv2aw7ft,u0pjxd,kus94zksp,1,card,JCB 16 digit,22,1,fulfilled
477,kyle64@stephens-ortiz.com,2ymlir6k,7vjixz,kus94zksp,1,card,JCB 16 digit,22,0,fulfilled
478,kyle64@stephens-ortiz.com,vn7ys0h2,670ajr,kus94zksp,1,card,JCB 16 digit,13,0,fulfilled
479,jordanthomas@hayes-wilson.biz,ut8a5hyw,rsdztj,fgfa24tpk,0,card,Mastercard,48,0,fulfilled
480,jordanthomas@hayes-wilson.biz,t4zal6wo,mk3o8e,fgfa24tpk,0,card,Mastercard,30,0,failed
481,jordanthomas@hayes-wilson.biz,4ibeew3x,ebz04t,pf64zbjh1,0,card,VISA 13 digit,47,0,fulfilled
482,jordanthomas@hayes-wilson.biz,vn79akmv,anb5hm,fgfa24tpk,0,card,Mastercard,26,0,fulfilled
483,aliciaanthony@martin.com,d27dmlyt,dzj9zm,5tyvyueom,0,card,Maestro,45,0,fulfilled
484,aliciaanthony@martin.com,m5ojvu3i,od1sqr,5tyvyueom,0,card,Maestro,39,0,fulfilled
485,aliciaanthony@martin.com,jxosraoj,ijyrzl,5tyvyueom,0,card,Maestro,11,0,fulfilled
486,jenniferperry@hotmail.com,090ujaux,ljcxnj,islfepdzb,0,card,Voyager,22,0,fulfilled
487,jenniferperry@hotmail.com,yypw7n1d,cktnv9,45ddgqcnf,0,card,Diners Club / Carte Blanche,15,0,fulfilled
488,jenniferperry@hotmail.com,s0yyt7of,d67lcv,45ddgqcnf,0,card,Diners Club / Carte Blanche,30,0,failed
489,jenniferperry@hotmail.com,4ozk9f09,wpgaj2,islfepdzb,0,card,Voyager,19,0,failed
490,lsanchez@hotmail.com,ogpqwzrl,cyrly6,8iizua67d,0,card,Maestro,40,0,fulfilled
491,lsanchez@hotmail.com,r8ka9avu,u5yw78,8iizua67d,0,card,Maestro,12,0,fulfilled
492,lsanchez@hotmail.com,q5ua8ylu,44e4nh,8iizua67d,0,card,Maestro,35,0,fulfilled
493,lsanchez@hotmail.com,3q7pfnul,v91d47,8iizua67d,0,card,Maestro,23,0,fulfilled
494,lsanchez@hotmail.com,nm9dlvgw,v91d47,8iizua67d,0,card,Maestro,23,1,fulfilled
495,christinemills@mcgee.com,xo0ezry0,320w72,1dcru1vlg,0,card,Voyager,35,0,fulfilled
496,christinemills@mcgee.com,0ag8hv7x,rih88w,1dcru1vlg,0,card,Voyager,15,0,fulfilled
497,christinemills@mcgee.com,f0iufxzu,e5iy2q,1dcru1vlg,0,card,Voyager,45,0,fulfilled
498,christinemills@mcgee.com,0tnloyfm,npcwlm,xrqpqnjba,0,paypal,Voyager,13,0,fulfilled
499,christinemills@mcgee.com,d4oenk4o,hnt2yf,xrqpqnjba,0,paypal,Voyager,17,0,failed
500,cuevasvicki@gmail.com,i8w9h2cd,xtzm8c,eyvv5ubc3,0,card,Maestro,33,1,fulfilled
501,cuevasvicki@gmail.com,sjy0l8ad,xtzm8c,h5wy1uso1,0,card,JCB 16 digit,33,0,fulfilled
502,cuevasvicki@gmail.com,5pau86iw,ol00gi,h5wy1uso1,0,card,JCB 16 digit,37,0,fulfilled
503,cuevasvicki@gmail.com,qblmwgfm,imah49,eyvv5ubc3,0,card,Maestro,49,0,fulfilled
504,cuevasvicki@gmail.com,7dm6i2pb,vbcgbn,ssnalg5vb,0,paypal,Maestro,14,0,fulfilled
505,cuevasvicki@gmail.com,pihkylay,syx6hl,h5wy1uso1,0,card,JCB 16 digit,26,0,fulfilled
506,mitchellgriffith@yahoo.com,2t7q4sjh,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,0,fulfilled
507,mitchellgriffith@yahoo.com,aegdz9wr,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
508,mitchellgriffith@yahoo.com,d4f44rhh,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
509,mitchellgriffith@yahoo.com,p4bjmsol,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
510,mitchellgriffith@yahoo.com,qybsml7x,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
511,mitchellgriffith@yahoo.com,zjplyhca,bunmsb,4nf29mjz1,0,card,Diners Club / Carte Blanche,36,1,fulfilled
512,mitchellgriffith@yahoo.com,m8zl1qvt,1luqt9,4nf29mjz1,0,card,Diners Club / Carte Blanche,40,1,fulfilled
513,mitchellgriffith@yahoo.com,nb7tswnn,1luqt9,4nf29mjz1,0,card,Diners Club / Carte Blanche,40,0,fulfilled
514,mitchellgriffith@yahoo.com,0yqd9taf,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
515,mitchellgriffith@yahoo.com,91xu5lzd,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
516,mitchellgriffith@yahoo.com,e6kpuach,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
517,mitchellgriffith@yahoo.com,mv2yyjg1,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
518,mitchellgriffith@yahoo.com,naq0x1ex,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,0,pending
519,mitchellgriffith@yahoo.com,sffxzqww,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
520,mitchellgriffith@yahoo.com,ykdbfnin,93lzyc,4nf29mjz1,0,card,Diners Club / Carte Blanche,20,1,pending
521,gwilcox@hotmail.com,nzot2cqt,3h6s5x,ymqtqgnsg,0,card,JCB 16 digit,49,0,fulfilled
522,gwilcox@hotmail.com,fn9a0hml,k147nh,bddoq1fwc,0,card,Diners Club / Carte Blanche,63,0,fulfilled
523,gwilcox@hotmail.com,p22jityx,tv616g,p4of42zn1,0,card,Diners Club / Carte Blanche,55,1,pending
524,gwilcox@hotmail.com,6fm14ue0,3d0ip4,xlsn61ipv,1,card,VISA 13 digit,62,0,fulfilled
525,gwilcox@hotmail.com,rs1oex3s,3d0ip4,xlsn61ipv,1,card,VISA 13 digit,62,1,fulfilled
526,gwilcox@hotmail.com,ywydanw2,x9b0us,xlsn61ipv,1,card,VISA 13 digit,73,0,fulfilled
527,gwilcox@hotmail.com,dsjvchs7,wa8h1e,xlsn61ipv,1,card,VISA 13 digit,68,0,pending
528,victorgarcia@gmail.com,kzb8h607,gniwi1,4y1kp0vsv,0,card,Maestro,34,0,fulfilled
529,brittany60@yahoo.com,r53rt9lh,8s2s9r,lp97onnto,0,bitcoin,Diners Club / Carte Blanche,47,0,fulfilled
530,brittany60@yahoo.com,dl1cdscx,wbvdcq,qp0jwedbw,0,card,VISA 13 digit,34,0,failed
531,brittany60@yahoo.com,ahtln53x,cvzcou,qp0jwedbw,0,card,VISA 13 digit,43,0,fulfilled
532,brittany60@yahoo.com,pi3n5nzn,cvzcou,qp0jwedbw,0,card,VISA 13 digit,43,1,fulfilled
533,brittany60@yahoo.com,7zpfyxyn,w10bby,qp0jwedbw,0,card,VISA 13 digit,50,0,fulfilled
534,fharris@hotmail.com,cr54660y,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,1,failed
535,fharris@hotmail.com,ikfxbvy8,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,0,failed
536,fharris@hotmail.com,t9235lna,8sj7mh,orf4mjxo2,0,card,VISA 16 digit,48,1,failed
537,fharris@hotmail.com,0eptxbrk,mchypz,orf4mjxo2,0,card,VISA 16 digit,29,0,fulfilled
538,mercedesfinley@roman.org,s7r7mdlh,lt844q,yq0785i1q,0,card,American Express,27,0,fulfilled
539,mercedesfinley@roman.org,xraiaun9,50o0jf,yq0785i1q,0,card,American Express,19,0,fulfilled
540,mercedesfinley@roman.org,r3ornrhq,kxbs9c,zim2ivw3x,0,card,Diners Club / Carte Blanche,37,0,fulfilled
541,mercedesfinley@roman.org,spnrmftf,ew151g,zim2ivw3x,0,card,Diners Club / Carte Blanche,25,0,fulfilled
542,mercedesfinley@roman.org,kzj11whl,d993dt,muqv21w62,0,apple pay,VISA 13 digit,22,0,fulfilled
543,1yf0@jedyz63t,foo56851,gcop7b,igpmsjd73,0,paypal,Mastercard,38,0,fulfilled
544,1yf0@jedyz63t,drngwa51,eftfwy,0l7kszls7,0,card,VISA 13 digit,11,0,fulfilled
545,1yf0@jedyz63t,5010w1m2,1ca3sy,vej6hz0vq,0,card,Maestro,45,1,fulfilled
546,1yf0@jedyz63t,xyavqxjg,1ca3sy,0l7kszls7,0,card,VISA 13 digit,45,0,fulfilled
547,1yf0@jedyz63t,84xwwv0d,is64fx,igpmsjd73,0,paypal,Mastercard,18,0,fulfilled
548,1yf0@jedyz63t,67o717jo,st9dv0,igpmsjd73,0,paypal,Mastercard,12,1,fulfilled
549,1yf0@jedyz63t,7nib2tyk,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,0,fulfilled
550,1yf0@jedyz63t,cnion0pc,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,1,fulfilled
551,1yf0@jedyz63t,i4edjdey,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,1,fulfilled
552,1yf0@jedyz63t,pkc9dfn2,st9dv0,0l7kszls7,0,card,VISA 13 digit,12,1,fulfilled
553,thomasryan@conrad.net,6bvyi75n,wdeprg,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,49,0,fulfilled
554,thomasryan@conrad.net,a2iekqhg,jtoc3i,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,12,0,fulfilled
555,thomasryan@conrad.net,mijozk3a,jtoc3i,n5z9rxst8,0,apple pay,American Express,12,1,fulfilled
556,thomasryan@conrad.net,bgc001g0,szs0n9,zn4e11ck7,0,paypal,Diners Club / Carte Blanche,22,1,pending
557,thomasryan@conrad.net,oys0c9e5,szs0n9,n5z9rxst8,0,apple pay,American Express,22,0,pending
558,kwalsh@lopez-gomez.biz,o39lupeq,hoxg2j,kjt28bu2n,1,card,Maestro,31,0,fulfilled
559,kwalsh@lopez-gomez.biz,x37r5o4e,j7u286,kjt28bu2n,1,card,Maestro,35,0,fulfilled
560,kwalsh@lopez-gomez.biz,hhg5fwwa,sc5ooc,2d00yljsp,0,paypal,VISA 13 digit,34,0,fulfilled
561,martinezlori@gmail.com,w3lp3m3e,k0vrw5,866s0p6rq,1,card,VISA 13 digit,10,0,fulfilled
562,martinezlori@gmail.com,4ccan7ny,saobql,866s0p6rq,1,card,VISA 13 digit,35,0,fulfilled
563,martinezlori@gmail.com,med79zy3,saobql,866s0p6rq,1,card,VISA 13 digit,35,1,fulfilled
564,martinezlori@gmail.com,fv5z6bnc,aaptkq,866s0p6rq,1,card,VISA 13 digit,44,0,fulfilled
565,martinezlori@gmail.com,q0cxhnip,aaptkq,866s0p6rq,1,card,VISA 13 digit,44,1,fulfilled
566,johnlowery@gmail.com,t2tr0zve,1c0bds,hs3hemcz6,0,card,Maestro,47,0,fulfilled
567,johnlowery@gmail.com,ckvws967,b8mpa4,hs3hemcz6,0,card,Maestro,22,0,fulfilled
568,johnlowery@gmail.com,gzs6it77,b8mpa4,hs3hemcz6,0,card,Maestro,22,1,fulfilled
569,johnlowery@gmail.com,soaefwfo,pc6hb6,8wpdnmsut,0,paypal,JCB 16 digit,46,0,fulfilled
570,johnlowery@gmail.com,7df4i4c9,zxyice,hs3hemcz6,0,card,Maestro,46,0,fulfilled
571,johnlowery@gmail.com,c5usmga3,oo68hd,hs3hemcz6,0,card,Maestro,34,0,fulfilled
572,stevehernandez@gmail.com,7kxhp29x,3zk1ts,8ty2ztfnr,0,apple pay,Maestro,28,1,failed
573,stevehernandez@gmail.com,ziocjvea,3zk1ts,8ty2ztfnr,0,apple pay,Maestro,28,0,failed
574,stevehernandez@gmail.com,8c5f90a5,die097,8ty2ztfnr,0,apple pay,Maestro,44,0,fulfilled
575,stevehernandez@gmail.com,ds1cg5jj,voljhb,8ty2ztfnr,0,apple pay,Maestro,21,0,pending
576,stevehernandez@gmail.com,rayscslh,gqm9fm,8ty2ztfnr,0,apple pay,Maestro,20,0,fulfilled
577,stevehernandez@gmail.com,m1w4y3sd,frghsc,8ty2ztfnr,0,apple pay,Maestro,39,0,fulfilled
578,daniel98@lamb.com,lx8113ey,h1poms,oqkj50e71,0,card,Discover,16,0,fulfilled
579,ujackson@harris.com,apeqsf6w,xn5707,dby03chrc,0,card,Mastercard,15,0,failed
580,ujackson@harris.com,kwkd076c,iewgho,dby03chrc,0,card,Mastercard,12,0,fulfilled
581,ujackson@harris.com,ln2yqoc0,shluih,dby03chrc,0,card,Mastercard,21,0,fulfilled
582,ujackson@harris.com,o0acxutg,shluih,1phhc3468,0,card,VISA 13 digit,21,1,fulfilled
583,ujackson@harris.com,9a7cmr1e,spmink,1phhc3468,0,card,VISA 13 digit,14,1,fulfilled
584,brittanyhicks@jones.com,bi4lb6bp,gbnio0,ti77llxpi,1,card,Diners Club / Carte Blanche,33,0,fulfilled
585,brittanyhicks@jones.com,sw740j0n,gbnio0,ti77llxpi,1,card,Diners Club / Carte Blanche,33,1,fulfilled
586,deborah38@yahoo.com,muzrxahs,sb4gud,kzpdmdk05,0,card,VISA 16 digit,30,0,fulfilled
587,andre74@patrick-decker.com,kdc3wdhj,99hv2e,z4jrvn93k,0,card,JCB 16 digit,44,0,fulfilled
588,andre74@patrick-decker.com,8f8tkglk,yjyogo,ru0jjkjlt,0,card,JCB 16 digit,26,0,fulfilled
589,andre74@patrick-decker.com,09hmwr4s,nfryte,z4jrvn93k,0,card,JCB 16 digit,46,0,fulfilled
590,andre74@patrick-decker.com,sdvzm88k,nfryte,6umtakhhu,0,apple pay,VISA 16 digit,46,1,fulfilled
591,andre74@patrick-decker.com,0rtt6tgw,aj4xtw,ru0jjkjlt,0,card,JCB 16 digit,36,0,fulfilled
592,patrickcalderon@russo.net,vo7nj6b8,kbhr9h,sptgc1wgt,0,apple pay,American Express,16,0,fulfilled
593,patrickcalderon@russo.net,jyjpu7xe,0nzjdh,sptgc1wgt,0,apple pay,American Express,47,0,fulfilled
594,patrickcalderon@russo.net,s3t5yx6o,0nzjdh,sptgc1wgt,0,apple pay,American Express,47,1,fulfilled
595,mitchellvickie@brewer-jones.com,ryxa1mzn,6086rd,x644o186l,0,card,JCB 16 digit,31,0,failed
596,mitchellvickie@brewer-jones.com,waeqt53t,tq151t,x644o186l,0,card,JCB 16 digit,61,0,fulfilled
597,mitchellvickie@brewer-jones.com,chd6ii6v,ns8z3e,x644o186l,0,card,JCB 16 digit,34,0,fulfilled
598,sbrown@hughes.biz,293g6767,57yhdo,wsy5c41nf,0,card,Voyager,30,0,fulfilled
599,sbrown@hughes.biz,8hqq8gnj,zmwtn6,usu93euvb,0,card,Voyager,43,0,fulfilled
600,sbrown@hughes.biz,o9wqic08,8lfy8d,wsy5c41nf,0,card,Voyager,14,1,fulfilled
601,sbrown@hughes.biz,vksokuxy,8lfy8d,usu93euvb,0,card,Voyager,14,0,fulfilled
602,sbrown@hughes.biz,get2kwes,gv51sp,wsy5c41nf,0,card,Voyager,21,0,fulfilled
603,sbrown@hughes.biz,iwe4sw3m,heeu8i,vmktpy2mv,0,card,Discover,27,0,fulfilled
604,johnlowery@gmail.com,qio8vvq7,vcyuse,j3foo2l16,0,card,JCB 16 digit,35,0,fulfilled
605,johnlowery@gmail.com,xi23rned,jhaub8,xpd7j7c5g,0,card,JCB 16 digit,13,0,fulfilled
606,johnlowery@gmail.com,my4g00b1,7h0dat,xpd7j7c5g,0,card,JCB 16 digit,46,0,fulfilled
607,johnlowery@gmail.com,g3bqf8xd,tc712d,j3foo2l16,0,card,JCB 16 digit,27,0,fulfilled
608,ethompson@jackson-sanders.com,1uusmhj9,9s9ne9,kcg6rzgch,0,card,Maestro,49,0,failed
609,ethompson@jackson-sanders.com,1exu7d21,t76ess,oycs53i0s,0,card,Voyager,54,0,fulfilled
610,ethompson@jackson-sanders.com,aph71b7b,t76ess,1tmkeoxbm,0,card,American Express,54,1,fulfilled
611,ethompson@jackson-sanders.com,piabwn96,cbxamb,1tmkeoxbm,0,card,American Express,37,0,fulfilled
612,ethompson@jackson-sanders.com,yneqvvwj,cbxamb,pj3k9zcc7,0,bitcoin,JCB 16 digit,37,1,fulfilled
613,ethompson@jackson-sanders.com,l2t3xn9z,wjq6ep,pj3k9zcc7,0,bitcoin,JCB 16 digit,43,0,fulfilled
614,ethompson@jackson-sanders.com,yb9ejssg,zynstd,oycs53i0s,0,card,Voyager,64,0,fulfilled
615,ethompson@jackson-sanders.com,j3xzwavj,diw3zx,oycs53i0s,0,card,Voyager,40,0,fulfilled
616,dawn05@tucker-brown.com,6incxb5x,ow1cih,3zmkegkb8,0,paypal,JCB 15 digit,23,0,fulfilled
617,dawn05@tucker-brown.com,wpd29k0c,ak5a9n,7yen1m1q8,0,card,VISA 13 digit,32,0,fulfilled
618,dawn05@tucker-brown.com,7yilsi1o,1bubxa,7yen1m1q8,0,card,VISA 13 digit,25,1,fulfilled
619,dawn05@tucker-brown.com,c82k5bcv,1bubxa,7yen1m1q8,0,card,VISA 13 digit,25,0,fulfilled
620,dawn05@tucker-brown.com,wmh52bns,1bubxa,3zmkegkb8,0,paypal,JCB 15 digit,25,1,fulfilled
621,dawn05@tucker-brown.com,xdw33hfp,p0gdbf,3zmkegkb8,0,paypal,JCB 15 digit,19,0,fulfilled
622,dawn05@tucker-brown.com,wgmajf82,5lmvrj,f0xnu5om9,0,card,JCB 16 digit,27,0,fulfilled
